trip_id,biker_id,from_station_id,to_station_id,tripduration,temperature
2329067,16026,154,115,9.533333333,79
14290579,16778,71,134,3.866666667,82
11213926,18321,287,134,7.2,78.1
14577989,22524,241,21,17.43333333,84
14851805,12108,44,75,6.983333333,75
17442613,18781,107,77,2.583333333,27
10372149,21613,37,178,13.88333333,66
15376883,16265,141,131,14.15,70
11177406,20734,359,211,9.583333333,77
4491835,20048,338,62,2.083333333,35.1
11081753,23639,164,191,4.466666667,84.9
1362526,12993,231,114,12.35,52
15427146,22640,35,141,17.75,78.1
14576941,20352,181,26,5.95,84
16651330,10132,43,192,12.05,90
4858849,20470,310,73,21.98333333,55.9
4115387,10040,137,241,5.55,34
10283913,18552,234,114,8.183333333,66
9126173,10060,145,54,13.28333333,39.9
3781437,22434,156,224,10.88333333,72
8861575,14341,354,459,17.88333333,37.9
10668374,12438,89,319,30.46666667,82.9
9969361,11645,133,49,9.816666667,61
13196777,20949,49,282,16,39.9
4001213,17775,174,47,8.5,46.9
10659981,16282,107,100,12.88333333,78.1
8680418,11456,166,343,2.933333333,41
8298458,13172,283,52,6.383333333,45
11001210,11089,52,197,6.35,73
6902646,16215,75,402,26.86666667,87.1
15707486,14708,318,240,4.933333333,69.1
1929491,14497,31,301,7.9,82
7541584,12608,298,464,12.48333333,68
6916553,10594,84,210,10.73333333,87.1
16655787,19055,38,133,6.616666667,82
2190205,15419,34,299,30.4,82.9
4578345,21996,315,69,2.4,21
3687855,22029,185,123,3.666666667,62.1
7667111,23935,212,199,9.933333333,73
12865260,24719,219,17,7.016666667,39.9
3203525,16390,211,255,17.88333333,84.2
10208160,14902,291,287,12.85,78.1
8758507,23433,195,374,22.73333333,26.1
4168349,14210,217,346,4.15,57
5667709,19076,192,66,5.266666667,69.1
7320093,10312,322,423,5.216666667,82
16897096,23229,119,128,8.033333333,61
16503700,12104,596,597,8.55,66.9
8305019,15826,39,192,8.35,48
16460127,18270,67,123,17.6,86
14699762,22991,68,134,4.05,69.1
16849715,14858,227,347,2.8,64
13709014,10817,337,176,5.4,73
6753841,10632,47,40,13.11666667,81
6218220,19930,342,320,5.983333333,82.9
5546656,21160,345,423,5.283333333,66.9
9530625,11269,188,229,9.25,63
15821237,10874,4,150,13.36666667,80.1
8369300,12893,313,243,22.61666667,39.9
9316654,15503,223,333,9.966666667,75.9
3999097,15208,291,118,3.1,52
10020810,22413,320,41,19.95,89.1
3111530,19136,128,91,19.06666667,64.9
1331335,16808,56,77,5.233333333,42.8
14762197,19758,135,206,3,66.9
8880872,23654,96,286,9.25,60.1
12050525,19370,190,13,4.416666667,68
9781876,14246,183,128,2.65,75
12505753,19634,56,36,8.083333333,44.1
6795946,19372,319,332,6.583333333,79
5973467,24543,71,21,5.316666667,66
6989544,19686,56,26,9.1,72
11561274,24991,183,116,32.48333333,75
11115951,19819,50,173,15.5,78.1
13462080,22193,134,40,9.45,35.1
8876743,16612,100,166,20.91666667,55.9
12052399,11124,133,174,7.35,69.1
6068763,11491,251,197,34.76666667,72
16211075,14348,34,245,30.1,82.9
10577120,21831,299,54,28.15,84.9
9064440,18221,229,153,5.833333333,48
15829219,12363,40,182,13.93333333,75
3864867,20841,66,192,5.033333333,55.9
15392583,12826,210,16,9.6,82
3559789,15675,118,143,4.3,46.9
10553478,16834,374,133,21.01666667,77
7781551,23185,250,343,6.866666667,53.1
11234553,17206,460,461,4.55,82
15331104,20927,301,26,17.15,71.1
16410754,15741,183,60,17.06666667,64
14842084,22295,89,77,5.666666667,82
6136477,10637,284,255,8.716666667,62.1
7908896,20350,359,131,24.06666667,69.1
16434180,21132,274,332,27.98333333,84.9
14285476,16191,91,52,6.433333333,63
3895799,18633,191,100,7.383333333,46.9
12529450,15708,296,257,10.41666667,64
1249322,10367,35,26,5.65,52
12147037,10683,342,122,4.233333333,63
2179429,16916,307,93,8.1,72
4849897,12371,85,85,18.45,63
7715666,15895,3,24,17.98333333,72
16799995,16680,174,35,16.01666667,68
6633509,14599,56,56,2.233333333,79
9326817,24018,303,118,15.28333333,66
4390996,10820,29,61,5.25,46.9
6492915,18791,114,300,12.58333333,80.1
6631915,22438,211,51,7.633333333,81
4125464,19696,186,283,14.41666667,36
15381279,10930,77,31,10.96666667,75
12889002,16617,240,306,2.866666667,33.1
16879932,18909,91,43,8.816666667,75
12643045,14016,119,67,19.2,69.1
7617271,18101,198,496,37.35,78.1
13912047,13243,142,161,4.8,51.1
15687014,23246,299,287,32.93333333,78.1
1211292,15638,176,199,7.883333333,21.9
7110170,22589,21,346,10.25,64.9
1687752,19360,212,74,3.65,45
13620564,20907,191,36,5.816666667,48.9
12507507,11870,133,181,3.65,44.1
15859853,22988,180,113,13.58333333,75
13816896,16974,253,318,12.16666667,62.1
12837465,19115,131,93,15.93333333,50
15472874,14803,137,317,12,82
16745145,21255,504,502,3.966666667,69.1
12816465,15229,73,317,15.83333333,36
16272787,14150,5,192,12.43333333,60.1
14890809,21473,195,145,28.11666667,87.1
16752615,22931,3,341,3.433333333,73.9
11558012,24790,226,304,7.383333333,79
2893829,22871,287,43,7.383333333,75.9
15140963,17121,230,231,14.86666667,70
6428306,19924,127,460,23.05,82
14142262,19954,287,331,19.78333333,61
17164422,17615,174,264,7.416666667,48
15543702,24427,81,112,11.51666667,86
14070738,19078,6,177,23.88333333,75
7368361,12638,59,273,6,73
8620433,15798,74,54,5.633333333,16
3890632,17746,128,158,9.483333333,62.1
9130466,16686,111,66,6.083333333,37
7799085,23756,231,295,7.8,57.9
7381106,10376,51,176,8.816666667,75.9
13729282,18383,298,304,15.3,62.1
13381596,21640,40,350,18.71666667,48
14544385,10017,289,46,6.866666667,71.1
17437707,13472,96,339,20.9,28
14943556,17352,35,36,14.56666667,72
7145228,16866,144,51,22.5,73
13511321,16815,35,157,21.38333333,44.1
8792895,16179,304,245,5.316666667,37
3575667,13917,176,106,7.25,57.9
11624233,23922,75,198,4.05,73
14108614,24920,108,109,3,53.1
2938572,19837,90,66,11.43333333,73.4
5068426,12365,30,284,23.53333333,52
5099443,14964,211,91,13.46666667,78.1
3630968,12571,127,36,18.01666667,57.9
8676743,20028,61,333,3.533333333,39.9
7684348,16267,17,76,27.33333333,66
3520708,23217,177,85,10.76666667,69.8
3527817,22058,47,48,7.883333333,77
15059948,12346,52,164,6.183333333,82
10690937,19701,319,343,3.783333333,71.1
15695406,18218,172,156,14.08333333,79
4906098,24153,334,114,16.65,57
17315128,22590,287,176,15.78333333,32
15492160,10389,286,38,8.233333333,78.1
11048485,23146,303,165,8.9,72
4968649,22440,183,130,2.266666667,48.9
3832303,15949,340,153,8.683333333,71.1
8677834,14232,91,106,10.01666667,30.9
17302340,16310,496,308,19.78333333,50
4593794,12557,291,174,12.56666667,37
3894080,18938,196,174,11.88333333,55.9
8479307,17451,91,52,10.03333333,39
15557769,18102,283,85,16.11666667,73
11381254,21172,504,499,9.666666667,73.9
8164790,14269,140,81,16.46666667,55.9
9685833,11513,66,74,5.516666667,80.1
13951739,13594,322,417,6.066666667,57
3318144,18866,332,229,11.36666667,78.1
17167202,11275,67,327,2.583333333,50
12968644,18602,286,168,11.53333333,34
8080555,10611,192,211,14.2,39
14639670,16825,462,294,6.233333333,72
17397884,13380,296,276,35.06666667,53.1
14113023,14953,68,98,8.066666667,64.9
6708232,15976,110,192,14.38333333,81
3290606,10354,74,75,10.66666667,79
12310333,22279,301,66,14.68333333,64.9
8752162,14121,383,21,7.6,30
5000018,17318,173,334,20.83333333,48.9
11427480,16660,500,130,16.88333333,69.1
13183028,19995,254,232,3.266666667,45
17171250,17793,181,133,26.83333333,48
14293505,14265,268,177,11.78333333,82.9
8419144,19100,35,49,17,30
10875795,23168,520,238,28.98333333,90
5347154,19563,35,249,56.05,66.9
1356312,10253,176,25,6.666666667,46.9
15939414,11107,140,100,7.25,81
7792320,22466,402,184,9.416666667,57
11846749,11171,173,364,9.233333333,70
12094322,22585,43,192,7.416666667,66.9
1409037,18820,85,143,14.9,68
14515149,24948,130,69,2.383333333,82.9
14009516,10825,325,94,24.43333333,59
1195965,17476,117,304,7.55,30
17102923,24259,422,204,4.216666667,59
15987404,11245,92,164,9.2,68
15137526,13712,173,334,19.5,71.1
16768506,16762,482,298,8.083333333,69.1
9128837,17555,342,241,9.316666667,35.1
2699394,18033,91,37,6.9,78.1
1745591,21279,242,162,19.98333333,86
1669141,14120,141,98,18.93333333,51.1
10036039,11328,33,51,9.966666667,89.1
16566076,10217,66,133,3.1,80.1
13454686,13885,145,100,14.76666667,30.9
13017890,10569,90,284,2,41
4377547,16665,163,334,15.9,28.9
4693409,16386,31,91,11.66666667,30
13829398,22443,354,294,22.41666667,55
7770856,19651,257,468,16.88333333,57.9
1489109,20050,157,110,35.83333333,50
15763520,12366,301,291,2.683333333,75
11643890,17816,108,402,21.6,68
7372503,20415,134,91,6.783333333,66
5306828,16498,117,112,27.41666667,71.1
12760473,21712,315,258,12.66666667,50
11471482,17160,286,89,4.3,64.9
17284039,22616,152,288,8.883333333,37
15772734,17465,24,220,33.51666667,75
7133288,15544,20,67,6.75,64.9
11339316,11405,264,177,19.3,75.9
1704729,23084,302,34,15.2,66.9
7538527,19972,141,182,11.83333333,66
11048245,19038,85,17,20.96666667,72
16164751,13293,186,43,13.43333333,59
17518449,18240,53,192,7.3,39
14312551,15246,112,29,24.03333333,80.1
17406464,13463,418,423,3.6,50
13165875,20467,77,283,5.633333333,27
9951626,11873,243,344,7.366666667,59
1366355,19004,98,37,3.333333333,50
14299942,10507,226,292,10.25,84
16558666,23071,113,61,9.15,88
2183052,20502,252,328,12.08333333,71.6
7448513,21026,227,313,15.05,52
7293133,20516,300,245,9.066666667,73
8810007,24563,212,54,19.41666667,33.1
6426273,17769,458,457,4.933333333,82
14343829,18589,314,256,8.166666667,82
3022370,22838,58,61,5.666666667,77
14382146,20118,141,34,10.35,71.1
14426851,11074,60,160,15.11666667,72
3910218,12299,75,109,6.2,54
3678220,23096,299,190,12.35,69.1
12939294,15069,479,250,24.48333333,27
5572523,17263,69,159,3.716666667,90
9296212,23120,250,141,17.28333333,57
6389143,11660,507,502,7.6,72
3714450,16362,274,317,7.8,70
1617167,24847,197,313,19.63333333,70
8273730,19137,75,91,2.85,37.9
16146492,17712,288,38,17.55,66.9
7619425,14064,59,237,15.86666667,75.9
11316195,11806,85,94,17.33333333,82.9
9921623,19350,112,133,17.56666667,79
16551795,22759,71,91,5.7,93.9
13624713,21877,85,142,4.483333333,57
13261229,17872,112,24,14.83333333,62.1
9079116,22401,338,284,14.25,52
10711920,17501,112,134,16.38333333,78.1
13576303,11885,289,113,7.716666667,64.9
17154666,13611,289,205,28.3,37
12703047,22948,373,373,43.76666667,48
3104169,16137,184,171,19.86666667,75
13221845,20361,71,55,7.35,34
9605174,14295,68,39,10.98333333,66
10807227,23026,192,3,16.01666667,78.1
1845065,22816,257,253,14.33333333,71.6
9121933,17830,29,191,12.61666667,37
15982052,21167,98,60,16.5,71.1
15405117,24593,108,22,8.6,79
7221196,10437,59,207,13.4,72
12138846,18752,43,286,7.866666667,60.1
8983333,12481,341,76,15.45,44.1
15497105,15023,25,35,9.15,84
10099759,20525,66,305,19.61666667,80.1
16605672,17142,423,322,5.333333333,89.1
11992576,23039,89,59,7.683333333,79
12913028,17115,273,59,4.933333333,30
12734341,21211,286,197,8.966666667,55.9
8240892,16772,7,177,18.98333333,45
8386376,19573,164,66,3.333333333,37.9
11749230,19747,80,50,11.58333333,78.1
16838426,12287,307,163,14.08333333,75.9
16330439,13657,4,265,31.31666667,55.9
3247945,18147,138,219,11.43333333,84
5083759,12512,51,233,7.683333333,81
12245870,15765,198,181,9.366666667,52
2775650,20040,27,144,5.766666667,73
15415358,17438,59,72,3.066666667,77
14422165,13154,199,43,7.383333333,80.1
6408465,17432,25,289,14.7,78.1
16088442,16492,241,282,6.233333333,68
16827146,11698,127,226,8.983333333,63
17073415,20669,346,91,7.8,53.1
6465470,18023,117,227,17,88
12300449,23068,67,304,10.1,72
10862136,18409,268,35,13.75,89.1
4454777,11797,58,223,5.216666667,34
11059681,15786,146,383,3.866666667,82.9
15926385,12049,158,112,18.41666667,84
3669539,13685,312,304,4.816666667,71.1
3063153,18928,296,250,11.23333333,72
13432777,22964,46,305,17.96666667,46
1442145,18549,213,174,22.65,51.1
4785645,13257,177,157,8,53.1
2750713,24215,340,223,16.98333333,71.1
13223812,17979,289,133,19.65,59
13944329,13815,53,176,4.433333333,60.1
16019719,22558,140,192,11.8,66.9
5481426,22246,98,73,5.583333333,73.9
2517610,23853,111,163,17.2,75.9
14412753,23672,54,287,10.85,78.1
2358149,14555,192,53,8.183333333,71.1
11636190,23078,255,192,10.28333333,72
4178181,10144,293,231,2.15,39
1389022,23314,210,58,6.966666667,68
6385872,12283,224,332,16.66666667,78.1
15203243,16391,25,350,16.06666667,75.9
11870906,24458,177,194,24.88333333,68
15688336,14758,81,47,4.25,78.1
12883781,13029,24,75,10.96666667,32
1122056,15249,48,99,10.98333333,35.1
1439307,13272,48,23,5.733333333,46
10248165,20552,260,499,5.95,72
6092891,13049,59,272,11.75,64.9
3417560,23829,49,174,4.683333333,81
13500346,14263,603,596,3.933333333,43
10250584,24415,213,383,20.4,68
11151529,24863,77,81,5.016666667,78.1
14709531,18037,195,177,18.76666667,80.1
15403388,12752,623,43,10.26666667,77
10895101,19705,186,58,13.88333333,87.1
12856270,16378,77,414,6.933333333,39
16888893,23601,188,67,4.533333333,62.1
16155664,19504,195,133,11.08333333,69.1
12294140,12796,233,44,12.9,62.1
13444537,13320,174,332,22.3,43
4662629,11168,14,137,3.483333333,44.1
2395254,12609,129,205,3.266666667,71.1
5701552,23550,344,295,6.35,77
14624031,24636,25,51,9.833333333,73.9
17451587,11436,222,333,15.4,30.9
9617867,20441,142,283,11.58333333,57.9
8420630,12736,474,489,10.86666667,32
2969899,17272,280,278,6.666666667,69.1
2368905,13059,88,214,14.46666667,78.1
9891685,14624,460,451,14.65,70
3752884,20733,188,229,9.133333333,69.1
4407155,16973,69,160,4.233333333,25
15453029,11095,302,300,14.5,78.1
5561935,18939,35,117,21.23333333,81
6949504,10410,451,453,4.616666667,79
12685394,20690,153,115,3.333333333,52
17194978,11103,180,289,7.183333333,37
3723719,11212,57,55,4.883333333,66
8456036,15885,219,364,21,45
7753686,22899,52,174,8,57
17269074,22101,24,51,9.3,46.9
17521218,10108,66,81,9.3,39
16390933,22412,195,51,5.066666667,63
13081015,14974,111,77,8.016666667,39.9
5583677,24725,420,322,6.25,70
4040046,10189,48,313,17.61666667,55.9
2826780,19708,147,120,6.7,71.1
10103638,20915,92,158,14.66666667,78.1
3816540,19203,164,186,11.36666667,68
16544665,11499,110,142,4.133333333,75.9
1164573,14875,77,33,9.783333333,1.9
5909147,22126,490,495,11.76666667,72
6730029,12252,115,250,7.883333333,82
5907279,11037,285,36,22.2,66
6966612,19581,35,268,23.86666667,77
2858333,19799,77,210,16.9,71.6
17427338,24650,192,47,9.233333333,28.9
16194681,18287,236,118,22.56666667,73.9
7114015,24366,36,33,3.933333333,69.1
17109441,16357,289,291,3.066666667,55.9
3648028,24430,302,60,12.36666667,66
9362341,24080,43,91,8.5,46
16029803,17344,349,327,5.233333333,60.1
16037272,24074,237,148,9.166666667,73.9
15370290,13448,113,301,10.86666667,78.1
13696732,10355,67,188,4.216666667,50
11796766,24025,69,223,15.43333333,71.1
11063231,13355,43,255,12.93333333,81
14217942,16707,243,308,10.9,75.9
9273824,11010,238,326,4.166666667,64.4
17439160,17084,317,15,11.55,25
13732063,11812,75,59,13.01666667,59
5388227,18787,23,31,5.866666667,75
7511712,19303,48,199,7.783333333,84.9
5096959,14583,16,260,15.2,71.1
4701206,10368,127,225,4.216666667,37.9
1978580,21657,252,267,3.683333333,64
9754755,22668,115,300,4.5,79
7637231,19562,111,31,2.583333333,72
9912600,19047,6,268,15.78333333,73
10525944,13555,340,332,4.766666667,84.9
10345004,15207,177,177,22.93333333,71.1
7647134,22926,84,333,11.36666667,62.1
14854209,13642,76,133,19.05,71.1
15173939,19797,297,117,13,75.9
12664498,13666,140,138,8.2,54
4761570,21197,77,90,7.183333333,50
5097237,10799,54,217,6.283333333,71.1
10689353,20290,196,199,7.55,81
12344203,24022,66,28,14.63333333,62.1
16494714,20368,61,490,19.91666667,73.9
14409533,14749,607,618,13.45,70
17306724,16222,484,458,26.6,48
1144226,10219,261,315,18.33333333,1
7026869,17191,166,131,7.45,70
3165151,13171,327,143,7.016666667,73
17024562,18074,158,307,9.516666667,57
11497919,21414,383,146,5.016666667,82.9
12196100,14986,43,192,10.15,70
8024204,10033,157,459,18.68333333,69.1
15139461,19448,13,319,4.033333333,70
13995266,10866,287,195,11.15,57.9
17285649,23728,349,25,24.91666667,36
8386837,16624,425,328,6.066666667,32
